Month_Year,City,Accidents
2017-01,Scotrun,2
2017-01,Sebastian,2
2017-01,Shamokin,2
2017-01,Shawano,2
2017-01,Shelbyville,2
2017-01,Sherburn,2
2017-01,Shipshewana,2
2017-01,Shoreham,2
2017-01,Shoreline,2
2017-01,Shorter,2
2017-01,Shrewsbury,2
2017-01,Sicklerville,2
2017-01,Silverado,2
2017-01,Six Lakes,2
2017-01,Skyforest,2
2017-01,Smithville,2
2017-01,Sorrento,2
2017-01,South Haven,2
2017-01,South Portland,2
2017-01,South Rockwood,2
2017-01,South Setauket,2
2017-01,South Weymouth,2
2017-01,Southampton,2
2017-01,Sparks,2
2017-01,Sparta,2
2017-01,Spencertown,2
2017-01,Spicewood,2
2017-01,Springboro,2
2017-01,St. Petersburg,2
2017-01,Stacy,2
2017-01,Stanhope,2
2017-01,Staunton,2
2017-01,Stevens Point,2
2017-01,Stevinson,2
2017-01,Stoneboro,2
2017-01,Stonington,2
2017-01,Stony Brook,2
2017-01,Stormville,2
2017-01,Sturbridge,2
2017-01,Sugar Hill,2
2017-01,Summerland,2
2017-01,Sun City West,2
2017-01,Sun Prairie,2
2017-01,Sunbury,2
2017-01,Surprise,2
2017-01,Sutherlin,2
2017-01,Sutter Creek,2
2017-01,Swedesboro,2
2017-01,Tarentum,2
2017-01,Taunton,2
2017-01,Tenafly,2
2017-01,Thomaston,2
2017-01,Thompson,2
2017-01,Thornville,2
2017-01,Thousand Palms,2
2017-01,Tignall,2
2017-01,Tipton,2
2017-01,Tivoli,2
2017-01,Tolland,2
2017-01,Topeka,2
2017-01,Towaoc,2
2017-01,Township of Washington,2
2017-01,Trappe,2
2017-01,Tremonton,2
2017-01,Trinity,2
2017-01,Trumansburg,2
2017-01,Twain Harte,2
2017-01,Uniondale,2
2017-01,Urbana,2
2017-01,Veradale,2
2017-01,Voluntown,2
2017-01,Wabash,2
2017-01,Wakeman,2
2017-01,Wareham,2
2017-01,Warfordsburg,2
2017-01,Warrendale,2
2017-01,Warrington,2
2017-01,Washougal,2
2017-01,Waukee,2
2017-01,Weehawken,2
2017-01,Wells,2
2017-01,West Bridgewater,2
2017-01,West Columbia,2
2017-01,West Contra Costa,2
2017-01,West Greenwich,2
2017-01,West Lake Hills,2
2017-01,West Linn,2
2017-01,West Mifflin,2
2017-01,West Point,2
2017-01,West Springfield,2
2017-01,West Terre Haute,2
2017-01,West Wareham,2
2017-01,Westchester,2
2017-01,Westfield,2
2017-01,Westhampton Beach,2
2017-01,Westville,2
2017-01,Wethersfield,2
2017-01,Weymouth,2
2017-01,Willington,2
2017-01,Williston,2
2017-01,Willow Springs,2
2017-01,Wilmer,2
2017-01,Wilmette,2
2017-01,Winder,2
2017-01,Windham,2
2017-01,Winlock,2
2017-01,Winnetka,2
2017-01,Winthrop,2
2017-01,Wood Dale,2
2017-01,Woodbine,2
2017-01,Woodford,2
2017-01,Woodlake,2
2017-01,Worthington,2
2017-01,Yamhill,2
2017-01,York Springs,2
2017-01,Yorkville,2
2017-01,Zieglerville,2
2017-01,Abbott,1
2017-01,Abbottstown,1
2017-01,Abilene,1
2017-01,Absecon,1
2017-01,Acra,1
2017-01,Acushnet,1
2017-01,Adel,1
2017-01,Agawam,1
2017-01,Aguilar,1
2017-01,Alameda,1
2017-01,Algonquin,1
2017-01,Aliquippa,1
2017-01,Allendale,1
2017-01,Altamont,1
2017-01,Alverton,1
2017-01,Amado,1
2017-01,Amawalk,1
2017-01,Amenia,1
2017-01,Ames,1
2017-01,Amesbury,1
2017-01,Amity,1
2017-01,Amma,1
2017-01,Anacortes,1
2017-01,Anna Maria,1
2017-01,Annapolis Junction,1
2017-01,Anza,1
2017-01,Aragon,1
2017-01,Arcata,1
2017-01,Arden,1
2017-01,Ardsley,1
2017-01,Argenta,1
2017-01,Argyle,1
2017-01,Arkdale,1
2017-01,Arroyo Grande,1
2017-01,Ash Grove,1
2017-01,Ashby,1
2017-01,Ashfield,1
2017-01,Ashuelot,1
2017-01,Aspers,1
2017-01,Atglen,1
2017-01,Athens,1
2017-01,Atkins,1
2017-01,Atmore,1
2017-01,Avella,1
2017-01,Averill Park,1
2017-01,Avondale,1
2017-01,Ayer,1
2017-01,Babylon,1
2017-01,Baden,1
2017-01,Baker,1
2017-01,Baraboo,1
2017-01,Barclay,1
2017-01,Barksdale AFB,1
2017-01,Barnesville,1
2017-01,Basking Ridge,1
2017-01,Bassett,1
2017-01,Bay Saint Louis,1
2017-01,Bayville,1
2017-01,Bealeton,1
2017-01,Bechtelsville,1
2017-01,Beech Grove,1
2017-01,Beecher,1
2017-01,Belle,1
2017-01,Belle Isle,1
2017-01,Belleair Beach,1
2017-01,Bellport,1
2017-01,Bemidji,1
2017-01,Bemus Point,1
2017-01,Benson,1
2017-01,Bernville,1
2017-01,Berryville,1
2017-01,Berthoud,1
2017-01,Beverly,1
2017-01,Big Rapids,1
2017-01,Biloxi,1
2017-01,Bird Island,1
2017-01,Birds Landing,1
2017-01,Biscoe,1
2017-01,Black Canyon City,1
2017-01,Black River Falls,1
2017-01,Bladensburg,1
2017-01,Bland,1
2017-01,Blauvelt,1
2017-01,Bliss,1
2017-01,Bloomsburg,1
2017-01,Bloomsbury,1
2017-01,Bloxom,1
2017-01,Blue Island,1
2017-01,Blue Jay,1
2017-01,Blue River,1
2017-01,Blythe,1
2017-01,Boalsburg,1
2017-01,Boerne,1
2017-01,Bogue Chitto,1
2017-01,Bolton,1
2017-01,Bonduel,1
2017-01,Boonsboro,1
2017-01,Borrego Springs,1
2017-01,Bossier City,1
2017-01,Boxborough,1
2017-01,Bradley,1
2017-01,Braselton,1
2017-01,Brazil,1
2017-01,Brazoria,1
2017-01,Breinigsville,1
2017-01,Bremen,1
2017-01,Brinklow,1
2017-01,Broadview,1
2017-01,Brogue,1
2017-01,Buckeye,1
2017-01,Buena Vista,1
2017-01,Bunnell,1
2017-01,Burgettstown,1
2017-01,Burnett,1
2017-01,Butlerville,1
2017-01,Califon,1
2017-01,Calumet Park,1
2017-01,Camano Island,1
2017-01,Cambria Heights,1
2017-01,Cameron,1
2017-01,Campton,1
2017-01,Candia,1
2017-01,Canonsburg,1
2017-01,Canterbury,1
2017-01,Cape Canaveral,1
2017-01,Carlin,1
2017-01,Carlock,1
2017-01,Carpentersville,1
2017-01,Carroll,1
2017-01,Casey,1
2017-01,Cassel,1
2017-01,Castleton On Hudson,1
2017-01,Catasauqua,1
2017-01,Cedar Glen,1
2017-01,Cedar Hill,1
2017-01,Cedar Knolls,1
2017-01,Cedar Springs,1
2017-01,Cedarville,1
2017-01,Center Hill,1
2017-01,Center Moriches,1
2017-01,Center Valley,1
2017-01,Central Falls,1
2017-01,Chalmette,1
2017-01,Champaign,1
2017-01,Champlin,1
2017-01,Chana,1
2017-01,Chanhassen,1
2017-01,Chapin,1
2017-01,Chaplin,1
2017-01,Charlemont,1
2017-01,Charles City,1
2017-01,Chattaroy,1
2017-01,Chenoa,1
2017-01,Cherry Tree,1
2017-01,Chesterton,1
2017-01,Chicago Ridge,1
2017-01,Chichester,1
2017-01,Chico,1
2017-01,Chicora,1
2017-01,Childwold,1
2017-01,Chimacum,1
2017-01,Chinook,1
2017-01,Choctaw,1
2017-01,Church Hill,1
2017-01,Churchville,1
2017-01,Clancy,1
2017-01,Clarkdale,1
2017-01,Clarks Hill,1
2017-01,Clarks Summit,1
2017-01,Clatskanie,1
2017-01,Clear Brook,1
2017-01,Clearlake,1
2017-01,Cleburne,1
2017-01,Clementon,1
2017-01,Cleves,1
2017-01,Clewiston,1
2017-01,Cliffside Park,1
2017-01,Clive,1
2017-01,Coachella,1
2017-01,Coal Township,1
2017-01,Colbert,1
2017-01,Colchester,1
2017-01,Coldwater,1
2017-01,Colleyville,1
2017-01,Collingswood,1
2017-01,Collinsville,1
2017-01,Cologne,1
2017-01,Colorado City,1
2017-01,Columbia City,1
2017-01,Columbiaville,1
2017-01,Colusa,1
2017-01,Comptche,1
2017-01,Concordia,1
2017-01,Conklin,1
2017-01,Conservation,1
2017-01,Constantine,1
2017-01,Cookeville,1
2017-01,Coolville,1
2017-01,Coopersburg,1
2017-01,Copiague,1
2017-01,Copley,1
2017-01,Coral Springs,1
2017-01,Coralville,1
2017-01,Cotton,1
2017-01,Cottondale,1
2017-01,Country Club Hills,1
2017-01,Courtland,1
2017-01,Cowpens,1
2017-01,Cranberry Township,1
2017-01,Crawfordville,1
2017-01,Cresson,1
2017-01,Cross Hill,1
2017-01,Cross Plains,1
2017-01,Crothersville,1
2017-01,Crown Point,1
2017-01,Crows Landing,1
2017-01,Croydon,1
2017-01,Crozet,1
2017-01,Crum Lynne,1
2017-01,Crystal Spring,1
2017-01,Cumberland Furnace,1
2017-01,Cuthbert,1
2017-01,Cuyahoga Falls,1
2017-01,Cygnet,1
2017-01,Dale,1
2017-01,Dandridge,1
2017-01,Danube,1
2017-01,Darby,1
2017-01,Darlington,1
2017-01,Davisboro,1
2017-01,Davisburg,1
2017-01,De Beque,1
2017-01,Declo,1
2017-01,Deforest,1
2017-01,Delanson,1
2017-01,Delaware,1
2017-01,Delran,1
2017-01,Deville,1
2017-01,Dewey,1
2017-01,Dilliner,1
2017-01,District 1,1
2017-01,District 10,1
2017-01,District 6,1
2017-01,Donalds,1
2017-01,Dos Palos,1
2017-01,Downieville,1
2017-01,Drexel Hill,1
2017-01,Dripping Springs,1
2017-01,Dry Branch,1
2017-01,Dubberly,1
2017-01,Dubuque,1
2017-01,Duck,1
2017-01,Dumont,1
2017-01,Duncannon,1
2017-01,Dunnellon,1
2017-01,Dunsmuir,1
2017-01,Durand,1
2017-01,Duvall,1
2017-01,Dwight,1
2017-01,Eagle,1
2017-01,East Brookfield,1
2017-01,East Chatham,1
2017-01,East Falmouth,1
2017-01,East Hampton,1
2017-01,East Mc Keesport,1
2017-01,East Moriches,1
2017-01,East Stroudsburg,1
2017-01,East Walpole,1
2017-01,East Windsor,1
2017-01,Eastpointe,1
2017-01,Egg Harbor City,1
2017-01,Eighty Four,1
2017-01,El Mirage,1
2017-01,Electra,1
2017-01,Elk Garden,1
2017-01,Elkview,1
2017-01,Ellington,1
2017-01,Elliston,1
2017-01,Ellsworth,1
2017-01,Elmendorf,1
2017-01,Eloy,1
2017-01,Elysburg,1
2017-01,Emerson,1
2017-01,Emigrant Gap,1
2017-01,Emmetsburg,1
2017-01,Englewood Cliffs,1
2017-01,Enid,1
2017-01,Ennis,1
2017-01,Enola,1
2017-01,Enumclaw,1
2017-01,Essexville,1
2017-01,Etna,1
2017-01,Euclid,1
2017-01,Evansville,1
2017-01,Exmore,1
2017-01,Export,1
2017-01,Fair Play,1
2017-01,Fairlawn,1
2017-01,Fairmont,1
2017-01,Fairmount,1
2017-01,Falmouth,1
2017-01,Far Rockaway,1
2017-01,Farragut,1
2017-01,Ferdinand,1
2017-01,Fern Park,1
2017-01,Ferris,1
2017-01,Fiddletown,1
2017-01,Fieldale,1
2017-01,Filer,1
2017-01,Fitzwilliam,1
2017-01,Flag Pond,1
2017-01,Flanders,1
2017-01,Fleetwood,1
2017-01,Fleming Island,1
2017-01,Flemington,1
2017-01,Floral City,1
2017-01,Florham Park,1
2017-01,Flovilla,1
2017-01,Flowery Branch,1
2017-01,Flowood,1
2017-01,Folkston,1
2017-01,Foothill Ranch,1
2017-01,Forest Hill,1
2017-01,Foristell,1
2017-01,Forreston,1
2017-01,Forsyth,1
2017-01,Fort Bragg,1
2017-01,Fort Davis,1
2017-01,Fort Monroe,1
2017-01,Fort Myers Beach,1
2017-01,Fort Wayne,1
2017-01,Fountain Inn,1
2017-01,Four Oaks,1
2017-01,Frackville,1
2017-01,Frederica,1
2017-01,Freeland,1
2017-01,Friendsville,1
2017-01,Friendswood,1
2017-01,Front Royal,1
2017-01,Fruita,1
2017-01,Fruitland Park,1
2017-01,Fulks Run,1
2017-01,Gallitzin,1
2017-01,Galveston,1
2017-01,Ganado,1
2017-01,Gansevoort,1
2017-01,Gap,1
2017-01,Garner,1
2017-01,Garrison,1
2017-01,Gas City,1
2017-01,Gautier,1
2017-01,Gaylord,1
2017-01,Geismar,1
2017-01,Geyserville,1
2017-01,Gibbstown,1
2017-01,Gilman,1
2017-01,Gladstone,1
2017-01,Glassboro,1
2017-01,Glastonbury,1
2017-01,Glen Allen,1
2017-01,Glenelg,1
2017-01,Glenview,1
2017-01,Gloucester,1
2017-01,Gloverville,1
2017-01,Golconda,1
2017-01,Golden Valley,1
2017-01,Goldsboro,1
2017-01,Goodyear,1
2017-01,Graettinger,1
2017-01,Grain Valley,1
2017-01,Grand Bay,1
2017-01,Grandview,1
2017-01,Granite City,1
2017-01,Grapeview,1
2017-01,Grayson,1
2017-01,Grayville,1
2017-01,Green Bay,1
2017-01,Green River,1
2017-01,Greenacres,1
2017-01,Greer,1
2017-01,Grinnell,1
2017-01,Grosse Tete,1
2017-01,Grovetown,1
2017-01,Gulf Breeze,1
2017-01,Hallandale Beach,1
2017-01,Hampshire,1
2017-01,Hardeeville,1
2017-01,Harmony,1
2017-01,Harrells,1
2017-01,Harris,1
2017-01,Harrisonville,1
2017-01,Hartsdale,1
2017-01,Harvard,1
2017-01,Harwood Heights,1
2017-01,Hasbrouck Heights,1
2017-01,Haskell,1
2017-01,Hastings on Hudson,1
2017-01,Haubstadt,1
2017-01,Haverstraw,1
2017-01,Havertown,1
2017-01,Haw River,1
2017-01,Hawkinsville,1
2017-01,Hayden,1
2017-01,Hayes,1
2017-01,Hazlet,1
2017-01,Heath,1
2017-01,Heber,1
2017-01,Hellam,1
2017-01,Hendersonville,1
2017-01,Henrietta,1
2017-01,Henryville,1
2017-01,Herald,1
2017-01,Hickory,1
2017-01,Hicksville,1
2017-01,Highlands,1
2017-01,Hightstown,1
2017-01,Hillsboro,1
2017-01,Hingham,1
2017-01,Hixson,1
2017-01,Hixton,1
2017-01,Ho Ho Kus,1
2017-01,Holyoke,1
2017-01,Hood River,1
2017-01,Hot Springs,1
2017-01,Houma,1
2017-01,Houtzdale,1
2017-01,Howes Cave,1
2017-01,Hubbard,1
2017-01,Hubbardston,1
2017-01,Hudson Oaks,1
2017-01,Hull,1
2017-01,Huntingtown,1
2017-01,Huntley,1
2017-01,Hurricane,1
2017-01,Hurricane Mills,1
2017-01,Huttonsville,1
2017-01,Idaho Springs,1
2017-01,Indialantic,1
2017-01,Indianola,1
2017-01,Ipswich,1
2017-01,Irma,1
2017-01,Irrigon,1
2017-01,Islip,1
2017-01,Ithaca,1
2017-01,Jaffrey,1
2017-01,Jane Lew,1
2017-01,Jarratt,1
2017-01,Jean,1
2017-01,Jefferson City,1
2017-01,Jena,1
2017-01,Jenner,1
2017-01,Jersey Shore,1
2017-01,Joelton,1
2017-01,Johannesburg,1
2017-01,Johnsonburg,1
2017-01,Jones,1
2017-01,Joshua Tree,1
2017-01,Julian,1
2017-01,Karns City,1
2017-01,Kaysville,1
2017-01,Keasbey,1
2017-01,Kennebunkport,1
2017-01,Kennett Square,1
2017-01,Kenova,1
2017-01,Kernersville,1
2017-01,Kettleman City,1
2017-01,Kimball,1
2017-01,Kinderhook,1
2017-01,King George,1
2017-01,King Hill,1
2017-01,Kings Park,1
2017-01,Kingsland,1
2017-01,Kingsport,1
2017-01,Kingston Springs,1
2017-01,Knapp,1
2017-01,Kyle,1
2017-01,La Grande,1
2017-01,La Habra,1
2017-01,La Vergne,1
2017-01,Lacon,1
2017-01,Lady Lake,1
2017-01,Lagrange,1
2017-01,Laguna,1
2017-01,Laguna Niguel,1
2017-01,Lahoma,1
2017-01,Lake Arrowhead,1
2017-01,Lake Grove,1
2017-01,Lake Saint Louis,1
2017-01,Lakemoor,1
2017-01,Lanesville,1
2017-01,Laramie,1
2017-01,Laredo,1
2017-01,Latonia,1
2017-01,Lava Hot Springs,1
2017-01,Lawrenceburg,1
2017-01,Ledgewood,1
2017-01,Lee,1
2017-01,Lehighton,1
2017-01,Lenoir City,1
2017-01,Lenzburg,1
2017-01,Lewis Center,1
2017-01,Lewis Run,1
2017-01,Lewiston,1
2017-01,Lincoln University,1
2017-01,Lincolnton,1
2017-01,Lincolnwood,1
2017-01,Lithia,1
2017-01,Little Rock,1
2017-01,Lock Haven,1
2017-01,Lockeford,1
2017-01,Lockhart,1
2017-01,Locust Grove,1
2017-01,Loganton,1
2017-01,Lomira,1
2017-01,London,1
2017-01,Long Pond,1
2017-01,Longboat Key,1
2017-01,Longmont,1
2017-01,Longview,1
2017-01,Lorain,1
2017-01,Louisburg,1
2017-01,Loveland,1
2017-01,Lovelock,1
2017-01,Lovingston,1
2017-01,Loxahatchee,1
2017-01,Lufkin,1
2017-01,Luling,1
2017-01,Lumberton,1
2017-01,Lyman,1
2017-01,Lyndhurst,1
2017-01,Mabank,1
2017-01,Macedonia,1
2017-01,Mack,1
2017-01,Macungie,1
2017-01,Madisonville,1
2017-01,Mahaffey,1
2017-01,Mandeville,1
2017-01,Manhasset,1
2017-01,Manitowoc,1
2017-01,Maple Glen,1
2017-01,Maple Hill,1
2017-01,Maplewood,1
2017-01,Marble Falls,1
2017-01,Marco Island,1
2017-01,Marengo,1
2017-01,Margate,1
2017-01,Marine,1
2017-01,Marrero,1
2017-01,Marshfield,1
2017-01,Mason,1
2017-01,Massapequa Park,1
2017-01,Mather,1
2017-01,Mattawan,1
2017-01,Maxwell,1
2017-01,Maynard,1
2017-01,Maysville,1
2017-01,Mc Graw,1
2017-01,McCleary,1
2017-01,McClellan,1
2017-01,McHenry,1
2017-01,McKinleyville,1
2017-01,Meadows Place,1
2017-01,Medical Lake,1
2017-01,Menomonee Falls,1
2017-01,Menomonie,1
2017-01,Mentor,1
2017-01,Merced,1
2017-01,Mercer,1
2017-01,Merchantville,1
2017-01,Merrill,1
2017-01,Merrillville,1
2017-01,Mertztown,1
2017-01,Mesick,1
2017-01,Metamora,1
2017-01,Mexico,1
2017-01,Meyersdale,1
2017-01,Middleburgh,1
2017-01,Millersport,1
2017-01,Milliken,1
2017-01,Millville,1
2017-01,Milton Freewater,1
2017-01,Minneola,1
2017-01,Minnetonka,1
2017-01,Miramar,1
2017-01,Missoula,1
2017-01,Mitchellville,1
2017-01,Monkton,1
2017-01,Monmouth Junction,1
2017-01,Monsey,1
2017-01,Monte Rio,1
2017-01,Montello,1
2017-01,Montgomery Village,1
2017-01,Montville,1
2017-01,Monument,1
2017-01,Moorcroft,1
2017-01,Morley,1
2017-01,Morrison,1
2017-01,Mosinee,1
2017-01,Mount Clemens,1
2017-01,Mount Jewett,1
2017-01,Mount Pleasant Mills,1
2017-01,Mullica Hill,1
2017-01,Munster,1
2017-01,Murrells Inlet,1
2017-01,Murrysville,1
2017-01,Muscatine,1
2017-01,Mystic,1
2017-01,Naches,1
2017-01,Nacogdoches,1
2017-01,Naselle,1
2017-01,Natrona Heights,1
2017-01,Nazareth,1
2017-01,Needmore,1
2017-01,Nesconset,1
2017-01,Nescopeck,1
2017-01,Neshanic Station,1
2017-01,New Alexandria,1
2017-01,New Braintree,1
2017-01,New Brunswick,1
2017-01,New Buffalo,1
2017-01,New Harmony,1
2017-01,New Hyde Park,1
2017-01,New Ipswich,1
2017-01,New Lenox,1
2017-01,New Paris,1
2017-01,New Philadelphia,1
2017-01,New Preston Marble Dale,1
2017-01,New Waterford,1
2017-01,New Wilmington,1
2017-01,Newfield,1
2017-01,Newton Highlands,1
2017-01,Newton Upper Falls,1
2017-01,Newville,1
2017-01,Niantic,1
2017-01,Nice,1
2017-01,Nipton,1
2017-01,Nogales,1
2017-01,Norridge,1
2017-01,Norris City,1
2017-01,North Andover,1
2017-01,North Arlington,1
2017-01,North Attleboro,1
2017-01,North Baltimore,1
2017-01,North Bayside,1
2017-01,North Bend,1
2017-01,North Brookfield,1
2017-01,North Brunswick,1
2017-01,North Chelmsford,1
2017-01,North Miami,1
2017-01,North Middletown,1
2017-01,North Reading,1
2017-01,North Stonington,1
2017-01,North Woodstock,1
2017-01,Northwood,1
2017-01,Norton,1
2017-01,Oak Forest,1
2017-01,Oak Hill,1
2017-01,Oakland Park,1
2017-01,Oakville,1
2017-01,Ocean Springs,1
2017-01,Ocean View,1
2017-01,Odin,1
2017-01,Oelwein,1
2017-01,Old Chatham,1
2017-01,Old Fort,1
2017-01,Oley,1
2017-01,Olivehurst,1
2017-01,Olney,1
2017-01,Olyphant,1
2017-01,Onalaska,1
2017-01,Onarga,1
2017-01,Only,1
2017-01,Onsted,1
2017-01,Opdyke,1
2017-01,Orange Park,1
2017-01,Oregon,1
2017-01,Orient,1
2017-01,Orland Park,1
2017-01,Osceola,1
2017-01,Ossipee,1
2017-01,Othello,1
2017-01,Otis Orchards,1
2017-01,Ottawa Lake,1
2017-01,Owatonna,1
2017-01,Pahrump,1
2017-01,Palmer,1
2017-01,Palos Heights,1
2017-01,Palos Hills,1
2017-01,Pamplin,1
2017-01,Panorama City,1
2017-01,Pantego,1
2017-01,Park Falls,1
2017-01,Park Ridge,1
2017-01,Park Valley,1
2017-01,Parksville,1
2017-01,Paulsboro,1
2017-01,Peach Bottom,1
2017-01,Peachland,1
2017-01,Peachtree Corners,1
2017-01,Pearblossom,1
2017-01,Pearl,1
2017-01,Pebble Beach,1
2017-01,Pedricktown,1
2017-01,Pendergrass,1
2017-01,Penngrove,1
2017-01,Peoria,1
2017-01,Peotone,1
2017-01,Peru,1
2017-01,Pescadero,1
2017-01,Petal,1
2017-01,Pike Road,1
2017-01,Pinconning,1
2017-01,Pine Brook,1
2017-01,Pine Bush,1
2017-01,Pine Plains,1
2017-01,Pioneer,1
2017-01,Pipersville,1
2017-01,Piqua,1
2017-01,Pittstown,1
2017-01,Placentia,1
2017-01,Plainsboro,1
2017-01,Plainwell,1
2017-01,Pleasant City,1
2017-01,Pleasant Plain,1
2017-01,Pleasant Prairie,1
2017-01,Pocasset,1
2017-01,Point Reyes Station,1
2017-01,Point of Rocks,1
2017-01,Polk,1
2017-01,Pompton Lakes,1
2017-01,Pope Valley,1
2017-01,Port Angeles,1
2017-01,Port Deposit,1
2017-01,Port Gibson,1
2017-01,Port Washington,1
2017-01,Portersville,1
2017-01,Porterville,1
2017-01,Post Falls,1
2017-01,Potter Valley,1
2017-01,Pound Ridge,1
2017-01,Powell,1
2017-01,Prague,1
2017-01,Prairieville,1
2017-01,Preble,1
2017-01,Prescott,1
2017-01,Prewitt,1
2017-01,Prospect Hill,1
2017-01,Prospect Park,1
2017-01,Purchase,1
2017-01,Quaker City,1
2017-01,Quaker Hill,1
2017-01,Quartzsite,1
2017-01,Queensbury,1
2017-01,Radford,1
2017-01,Ragged Point,1
2017-01,Rahway,1
2017-01,Ramey,1
2017-01,Randle,1
2017-01,Rangely,1
2017-01,Rapid City,1
2017-01,Raton,1
2017-01,Raven,1
2017-01,Ravenna,1
2017-01,Rawlins,1
2017-01,Raymore,1
2017-01,Red Bank,1
2017-01,Redwood Valley,1
2017-01,Reidsville,1
2017-01,Republic,1
2017-01,Reseda,1
2017-01,Rex,1
2017-01,Rhinelander,1
2017-01,Rice,1
2017-01,Richland Center,1
2017-01,Richland Hills,1
2017-01,Richton Park,1
2017-01,Ridge,1
2017-01,Rimrock,1
2017-01,Ringoes,1
2017-01,Ringwood,1
2017-01,Rio,1
2017-01,Robeline,1
2017-01,Robesonia,1
2017-01,Rochelle,1
2017-01,Rocheport,1
2017-01,Rock Falls,1
2017-01,Rock Island,1
2017-01,Rockaway,1
2017-01,Rockdale,1
2017-01,Rockland,1
2017-01,Rockville Centre,1
2017-01,Rocky Mount,1
2017-01,Rocky Point,1
2017-01,Rocky Ridge,1
2017-01,Rogersville,1
2017-01,Rolling Prairie,1
2017-01,Rosalia,1
2017-01,Roselle Park,1
2017-01,Roslyn,1
2017-01,Rough And Ready,1
2017-01,Round Hill,1
2017-01,Round Mountain,1
2017-01,Roxbury Crossing,1
2017-01,Royal Palm Beach,1
2017-01,Royalston,1
2017-01,Royse City,1
2017-01,Ruffs Dale,1
2017-01,Runnemede,1
2017-01,Rush,1
2017-01,Rustburg,1
2017-01,Rutledge,1
2017-01,Saco,1
2017-01,Saint Albans,1
2017-01,Saint Clair,1
2017-01,Saint Gabriel,1
2017-01,Saint Johns,1
2017-01,Saint Johnsbury,1
2017-01,Saint Michaels,1
2017-01,Saint Pauls,1
2017-01,Saint Robert,1
2017-01,Sainte Genevieve,1
2017-01,Salado,1
2017-01,Saline,1
2017-01,Salisbury,1
2017-01,Salome,1
2017-01,San Jon,1
2017-01,San Simeon,1
2017-01,Sandoval,1
2017-01,Sandstone,1
2017-01,Santa Ysabel,1
2017-01,Saranac,1
2017-01,Satellite Beach,1
2017-01,Saugatuck,1
2017-01,Savannah,1
2017-01,Sawyer,1
2017-01,Saylorsburg,1
2017-01,Sayre,1
2017-01,Sayreville,1
2017-01,Sayville,1
2017-01,Scarborough,1
2017-01,Scenery Hill,1
2017-01,Schellsburg,1
2017-01,Schnecksville,1
2017-01,Schoharie,1
2017-01,Schulenburg,1
2017-01,Scotch Plains,1
2017-01,Scott City,1
2017-01,Scranton,1
2017-01,Sea Girt,1
2017-01,Seaside Heights,1
2017-01,Seatac,1
2017-01,Sedona,1
2017-01,Seguin,1
2017-01,Selden,1
2017-01,Sellersburg,1
2017-01,Sellersville,1
2017-01,Selma,1
2017-01,Senatobia,1
2017-01,Seven Valleys,1
2017-01,Seville,1
2017-01,Shamokin Dam,1
2017-01,Shaver Lake,1
2017-01,Shelburne Falls,1
2017-01,Shelby,1
2017-01,Shippensburg,1
2017-01,Show Low,1
2017-01,Sidell,1
2017-01,Sierra City,1
2017-01,Silver Creek,1
2017-01,Silver Springs,1
2017-01,Silverstreet,1
2017-01,Sioux Center,1
2017-01,Sioux Falls,1
2017-01,Slate Hill,1
2017-01,Slidell,1
2017-01,Smethport,1
2017-01,Smiths Creek,1
2017-01,Snow Shoe,1
2017-01,Solana Beach,1
2017-01,South Beloit,1
2017-01,South Burlington,1
2017-01,South Colton,1
2017-01,South Fork,1
2017-01,South Hackensack,1
2017-01,South Hill,1
2017-01,South Jordan,1
2017-01,South Lyon,1
2017-01,South River,1
2017-01,South Saint Paul,1
2017-01,South Sioux City,1
2017-01,South Windham,1
2017-01,Southbury,1
2017-01,Southeast Marin,1
2017-01,Spencerville,1
2017-01,Spotsylvania,1
2017-01,Springville-Mapleton,1
2017-01,Stanford,1
2017-01,Stanfordville,1
2017-01,Stanwood,1
2017-01,Statesboro,1
2017-01,Stephens City,1
2017-01,Stephentown,1
2017-01,Sterling Heights,1
2017-01,Stillwater,1
2017-01,Stone Park,1
2017-01,Stone Ridge,1
2017-01,Sturgis,1
2017-01,Sugar Grove,1
2017-01,Sugarloaf,1
2017-01,Summerhill,1
2017-01,Summerville,1
2017-01,Summit Argo,1
2017-01,Sumterville,1
2017-01,Sunset Valley,1
2017-01,Surfside,1
2017-01,Sussex,1
2017-01,Sutton,1
2017-01,Swaledale,1
2017-01,Swansea,1
2017-01,Swarthmore,1
2017-01,Sweeny,1
2017-01,Sweet Springs,1
2017-01,Swisher,1
2017-01,Tabernacle,1
2017-01,Tahoe City,1
2017-01,Takoma Park,1
2017-01,Tama,1
2017-01,Tariffville,1
2017-01,Tavares,1
2017-01,Teague,1
2017-01,Tecate,1
2017-01,Templeton,1
2017-01,Tennyson,1
2017-01,Terre Haute,1
2017-01,Terre Hill,1
2017-01,Terry,1
2017-01,Teterboro,1
2017-01,Texas City,1
2017-01,Thackerville,1
2017-01,The Plains,1
2017-01,Thomson,1
2017-01,Thornton,1
2017-01,Thorofare,1
2017-01,Thorp,1
2017-01,Thurmont,1
2017-01,Tilton,1
2017-01,Toano,1
2017-01,Tolleson,1
2017-01,Tomah,1
2017-01,Toms Brook,1
2017-01,Toms River,1
2017-01,Tonganoxie,1
2017-01,Tooele,1
2017-01,Topsham,1
2017-01,Torrington,1
