City,ongelukken,lat,lng
Maricopa,146,33.0408,-112.0011
Scottsdale,742,33.6872,-111.8651
Winslow,31,35.0243,-110.7095
Albuquerque,1012,35.1054,-106.6465
Springerville,4,34.156,-109.2988
Morenci,3,41.7226,-84.2169
El Paso,1932,31.8476,-106.43
Canyonville,8,42.9273,-123.2789
Central Point,67,42.3764,-122.9111
Eugene,275,44.0564,-123.1174
Corvallis,48,44.5698,-123.2779
Adams,6,43.9554,-89.8169
Gresham,35,45.5021,-122.4413
Beaverton,128,45.4779,-122.8168
Lynden,37,48.9502,-122.4545
Reno,659,39.5497,-119.8483
Carson City,139,39.1511,-119.7476
Coarsegold,34,37.2401,-119.7021
Chowchilla,49,37.1095,-120.2349
Sparks,288,39.5736,-119.7161
Washoe Valley,35,39.2923,-119.7767
Redding,75,40.5698,-122.365
Chico,67,39.7578,-121.8161
Crescent Valley,19,40.4198,-116.5753
Tonopah,94,38.0822,-117.2246
Willow Creek,6,40.9385,-123.6412
Pixley,22,35.9785,-119.3003
Madera,154,36.963,-120.0778
Tupman,5,35.2987,-119.3577
Pismo Beach,32,35.1487,-120.6493
Tulare,80,36.1995,-119.34
Hanford,68,36.3274,-119.6549
Lebec,204,34.845,-118.8992
North Hampton,24,39.9893,-83.9443
Scottville,4,43.9511,-86.2798
Jamesville,23,35.8122,-76.9002
Scottsville,22,36.7544,-86.2053
Nichols,27,41.48,-91.3079
Hardwick,1,33.0523,-83.244
Alpha,3,40.6598,-75.1571
Dagsboro,1,38.5462,-75.2458
Waretown,23,39.7896,-74.1926
West Yarmouth,6,41.6496,-70.2487
North Canton,13,40.8742,-81.3971
Mount Crawford,27,38.3601,-78.9413
Shamokin Dam,7,40.8547,-76.8231
Quantico,63,38.5224,-77.2902
Greens Fork,7,39.8917,-85.0411
Evansville,107,37.9881,-87.5341
New Lexington,1,39.716,-82.208
Brookville,39,39.8393,-84.4176
Sylva,6,35.3754,-83.2185
Rose Hill,3,38.7872,-77.1085
Travelers Rest,101,34.9582,-82.4412
Dandridge,33,36.0284,-83.4308
Statesville,89,35.7842,-80.8713
Cowpens,93,35.0186,-81.8041
Clemmons,11,36.0319,-80.3861
Landrum,38,35.1747,-82.1848
Hillsville,41,36.7613,-80.7371
Cedar Bluff,5,34.2217,-85.5882
Fincastle,24,36.4038,-84.048
Chesnee,58,35.1461,-81.863
Altavista,6,37.1235,-79.2856
Colonial Heights,96,37.265,-77.3969
Amelia Court House,29,37.3367,-77.9882
Bracey,21,36.5762,-78.1107
Zebulon,174,35.8329,-78.3158
Chesapeake,411,36.6778,-76.3023
Winnsboro,112,32.165,-91.721
Gray Court,80,34.6079,-82.1143
Bishopville,114,34.2202,-80.2483
Pelzer,77,34.6433,-82.4588
Fountain Inn,75,34.6989,-82.2005
Lyman,30,34.9667,-82.1232
Heath Springs,16,34.5933,-80.675
Alcolu,39,33.7547,-80.2221
Kershaw,14,34.5462,-80.5873
Hemingway,24,33.7534,-79.4462
Liberty,181,39.2394,-94.4191
Cheraw,31,34.6956,-79.9084
Irmo,304,34.1018,-81.1956
Woodruff,52,34.7421,-82.0371
Wellford,109,34.962,-82.0937
Enoree,40,34.6593,-81.9609
Loris,78,34.0578,-78.8876
Callahan,6,30.5655,-81.8319
Chattahoochee,37,30.6977,-84.8341
Hilton Head Island,30,32.1896,-80.7499
Hortense,3,31.3327,-81.9517
Riceboro,15,31.7264,-81.4438
Reevesville,10,33.2021,-80.6456
Vance,20,33.1746,-87.2314
Eutawville,15,33.3978,-80.343
Ridgeville,165,33.09,-80.3071
Pawleys Island,66,33.4269,-79.1246
Elloree,9,33.5301,-80.5712
Moncks Corner,135,33.173,-80.0107
Manitowoc,3,44.0991,-87.6812
Baraboo,24,43.4695,-89.7376
Hugo,43,45.1671,-92.9588
Maple Grove,148,45.1089,-93.4626
Osseo,198,45.1179,-93.3991
Bonner Springs,32,39.0817,-94.8776
Lenexa,366,38.9609,-94.8018
Wentzville,51,38.8153,-90.8669
Boonville,27,38.9587,-92.7472
Overland Park,365,38.887,-94.687
Mustang,43,35.3917,-97.7246
Slaughter,4,30.7219,-91.1393
Palestine,5,31.7544,-95.6471
Epes,3,32.6906,-88.1405
Hayden,14,47.768,-116.804
Prattville,23,32.4597,-86.4573
Murfreesboro,89,35.849,-86.4121
Ebro,3,30.4369,-85.8791
Dubberly,2,32.5413,-93.2374
Checotah,3,35.482,-95.5224
Broken Arrow,60,36.038,-95.7806
Cedar City,46,37.6834,-113.0956
Jerome,33,42.7179,-114.5159
Bruneau,1,42.8766,-115.8001
Lehi,196,40.4136,-111.8725
American Fork,80,40.3783,-111.7953
Broomfield,227,39.9542,-105.0526
Herriman,15,40.4899,-112.017
Midvale,145,40.6148,-111.8927
Paulden,6,34.8897,-112.4937
Buckeye,118,33.4314,-112.6429
Sedona,86,34.8581,-111.7941
Queen Creek,19,33.2454,-111.6173
Eloy,68,32.747,-111.5992
Sun Lakes,4,33.2172,-111.8695
Oro Valley,2,32.4208,-110.9767
Marana,76,32.4355,-111.1558
Mayer,71,44.8868,-93.8904
Socorro,18,31.6383,-106.2601
Boise,69,43.6005,-116.2308
Glide,2,43.3029,-123.0666
Klamath Falls,66,42.2195,-121.7754
Coos Bay,34,43.3789,-124.233
Myrtle Point,9,43.0617,-124.1327
Bend,71,44.0563,-121.3095
Blue River,44,39.4362,-106.035
Happy Valley,20,45.4358,-122.5081
Fernley,31,39.5627,-119.1906
Los Molinos,9,40.027,-122.0981
Magalia,15,39.8228,-121.6078
Loleta,8,40.6408,-124.2225
McKinleyville,9,40.9488,-124.0857
Fowler,56,36.6243,-119.6737
Fresno,669,36.783,-119.7939
Sanger,51,36.699,-119.5575
Lost Hills,76,35.6254,-119.6788
Visalia,140,36.3276,-119.3269
Kerman,21,36.7248,-120.0625
Lamont,15,35.2659,-118.9159
Barstow,56,34.8661,-117.0471
Ballston Spa,103,43.0068,-73.8525
Daleville,39,31.2915,-85.7117
Blairs,4,36.6958,-79.3774
Mint Hill,65,35.1783,-80.6528
Newton Grove,15,35.2522,-78.3552
Stony Creek,17,36.948,-77.4001
Six Mile,16,34.8082,-82.8154
Townville,47,41.679,-79.8799
Seabrook,33,38.9802,-76.8502
Weyauwega,9,44.324,-88.9333
Belle Plaine,11,44.6196,-93.7606
La Crosse,28,43.8241,-91.2268
New Auburn,3,45.1988,-91.5666
Oak Creek,93,42.8803,-87.9009
Johnston City,4,37.8214,-88.929
Jemison,34,32.9696,-86.7339
Ellisville,4,38.5897,-90.5884
Collierville,9,35.047,-89.6987
Pueblo,79,38.2701,-104.6114
Spanish Fork,77,40.1101,-111.6405
Henefer,2,41.0137,-111.4931
Hoquiam,16,46.9863,-123.9022
Lee Vining,10,37.9546,-119.1221
Kingsburg,49,36.5244,-119.5602
Nipomo,73,35.0319,-120.4985
Buttonwillow,29,35.4092,-119.4406
Orosi,12,36.5433,-119.2914
Kettleman City,31,36.0089,-119.9629
Caruthers,8,36.5399,-119.845
Corfu,46,42.9611,-78.4028
Canastota,52,43.0836,-75.7559
Crown Point,28,41.4143,-87.3457
Bethune,4,34.4143,-80.3487
Rogers,117,36.317,-94.1531
Ponce de Leon,11,30.7234,-85.9374
Arvada,68,39.832,-105.151
Black Canyon City,88,34.071,-112.122
Grants Pass,54,42.4333,-123.3317
Government Camp,25,45.3022,-121.7527
Cannon Beach,3,45.8884,-123.9603
Floriston,23,39.393,-120.0149
Truckee,53,39.3455,-120.1848
Long Barn,2,38.0957,-120.1285
McArthur,7,39.2468,-82.4786
Susanville,14,40.4206,-120.6132
Grenada,4,33.7816,-89.813
Blue Lake,8,40.8814,-123.993
Porterville,42,36.0643,-119.0338
Shandon,12,35.6536,-120.3831
Bellows Falls,9,43.1344,-72.455
Sullivan,17,38.2129,-91.1637
New York Mills,14,43.1007,-75.2932
Honeoye Falls,25,42.9557,-77.5902
Weedsport,40,43.0482,-76.5637
West Long Branch,4,40.2883,-74.0185
Atlantic City,30,39.3797,-74.4527
Weyers Cave,43,38.2844,-78.9125
Lexington Park,13,38.2528,-76.4424
Montoursville,5,41.2472,-76.9184
Charlottesville,142,38.0375,-78.4855
Triangle,52,38.5483,-77.3195
Morehead,13,38.1906,-83.4466
Walton,71,38.8645,-84.6122
Elkin,12,36.2621,-80.8443
Cornelius,57,35.4724,-80.8813
Dinwiddie,40,37.085,-77.5865
Roanoke Rapids,6,36.4452,-77.649
Walhalla,29,34.7705,-83.0615
Johnsonville,20,33.815,-79.4443
Gilbert,160,33.31,-111.7463
Ringgold,61,34.9136,-85.1215
Rembert,20,34.1037,-80.5306
Marianna,43,30.7943,-85.2259
Macclenny,41,30.2809,-82.1253
Savannah,210,32.0286,-81.1821
Port Wentworth,29,32.1951,-81.1991
Bonneau,15,33.3081,-79.9573
Heflin,13,33.647,-85.5698
Estill,11,32.7538,-81.2412
Murrells Inlet,133,33.556,-79.0594
Black River Falls,27,44.2981,-90.842
Green Bay,106,44.5148,-87.9895
De Pere,29,44.4308,-88.0785
Shakopee,62,44.7745,-93.4772
Allenton,12,43.4218,-88.3448
Rush City,26,45.6875,-92.9655
Sweet Springs,15,38.9649,-93.4152
Tekamah,3,41.778,-96.2247
Donna,7,26.1468,-98.0559
Duson,39,30.2365,-92.193
Norman,30,35.2335,-97.3471
Port Allen,104,30.4456,-91.2098
Paducah,8,37.0711,-88.644
Theodore,30,30.5408,-88.1885
Lufkin,27,31.3217,-94.7277
Woodville,5,30.312,-84.2611
Pineland,4,31.2467,-93.9744
McComb,4,31.2442,-90.4716
Osyka,1,31.0072,-90.4719
Clanton,66,32.8444,-86.6233
Crestview,33,30.7477,-86.5785
Wagoner,2,35.9645,-95.3785
Catoosa,20,36.1834,-95.768
Rusk,1,31.7978,-95.1489
Evergreen,48,39.6349,-105.3356
Edwards,30,39.6215,-106.6184
Commerce City,90,39.8641,-104.843
Snowville,22,41.9728,-112.7164
Provo,94,40.2457,-111.6457
West Jordan,126,40.6024,-112.0008
Lindon,23,40.3414,-111.7187
Woods Cross,48,40.8731,-111.917
Layton,97,41.077,-111.962
Coalville,34,40.912,-111.413
Goodyear,119,33.2614,-112.3622
Tolleson,139,33.4484,-112.256
Vado,2,32.1278,-106.6571
Carrizozo,4,33.6433,-105.8411
Gold Hill,42,42.4358,-123.0527
Eagle Point,21,42.4677,-122.8016
Oakridge,18,43.7451,-122.4638
Vida,9,47.8336,-105.4924
Camp Sherman,7,44.4493,-121.6496
Madras,25,44.6483,-121.139
Royal City,8,46.9018,-119.6205
Hermiston,6,45.8326,-119.2854
Scappoose,6,45.7582,-122.873
Sherwood,24,34.8507,-92.2029
Mariposa,22,37.4912,-119.9722
Cottonwood,33,34.7195,-112.0016
Earlimart,35,35.8914,-119.2721
Arroyo Grande,49,35.1241,-120.5845
Lemoore,30,36.2949,-119.7983
Rowley,7,42.3685,-91.8443
Durhamville,7,43.1225,-75.665
Sylvan Beach,1,43.2061,-75.7233
Binghamton,42,42.1014,-75.9093
Tannersville,17,42.1936,-74.135
Beachwood,32,41.4759,-81.503
Broadway,18,38.6083,-78.8016
Keswick,19,38.0127,-78.3613
Remington,21,40.7667,-87.1391
Lewisburg,28,35.451,-86.7901
Fort Thomas,20,39.0801,-84.4518
Etowah,2,35.3061,-82.5902
Max Meadows,43,36.9798,-80.9678
Mocksville,32,35.9007,-80.5631
Pearisburg,3,37.3289,-80.7275
Rocky Mount,45,35.9685,-77.804
Gadsden,15,34.0086,-86.0157
Latta,87,34.339,-79.4337
Society Hill,3,34.5098,-79.8539
Pacolet,9,34.9102,-81.7662
Mauldin,11,34.7821,-82.3032
Roebuck,92,34.8789,-81.9646
Aynor,33,34.0002,-79.2071
Cottondale,44,33.1923,-87.4543
Jennings,48,38.7231,-90.2644
Fountain,36,38.6886,-104.6829
Hinesville,9,31.8248,-81.6137
Yemassee,146,32.6733,-80.8515
Cottageville,11,32.9362,-80.4803
Harleyville,79,33.213,-80.4478
Saint George,111,44.377,-73.13
Inver Grove Heights,119,44.8247,-93.0596
Lake Elmo,31,44.9944,-92.9031
Elko New Market,41,44.5665,-93.338
Rosemount,29,44.7466,-93.0661
Chanhassen,21,44.8546,-93.5621
Waupaca,8,44.3506,-89.0719
Eden Prairie,175,44.8488,-93.4595
Afton,50,44.9041,-92.8174
Waconia,1,44.8422,-93.7896
Owatonna,21,44.0912,-93.2312
La Crescent,7,43.83,-91.3042
Albert Lea,29,43.6548,-93.3643
North Branch,61,45.5137,-92.9601
Elk River,42,45.3314,-93.567
Anoka,22,45.2099,-93.3893
Cameron,19,39.7444,-94.2329
Chisago City,3,45.3473,-92.9116
Olathe,205,38.8833,-94.82
Von Ormy,16,29.2803,-98.6556
Mission,113,26.2039,-98.3256
Strawn,2,32.551,-98.4979
Carencro,107,30.3126,-92.0388
Scott,155,30.2398,-92.0948
Hamshire,2,29.857,-94.3185
Vidor,11,30.1291,-93.9967
Mary Esther,6,30.4127,-86.6588
Shorter,9,32.4077,-85.9413
Sulphur,16,30.2286,-93.3566
Petal,11,31.3477,-89.2359
Shepherd,7,30.491,-95.0021
Basalt,5,39.3663,-107.0413
Greenwood Village,4,39.6153,-104.9131
Wheat Ridge,69,39.7728,-105.1028
West Valley City,356,40.6886,-112.0123
Laramie,21,41.3099,-105.6085
Spring Creek,14,40.745,-115.5983
Sun City West,30,33.6695,-112.3573
Sierra Blanca,5,31.1835,-105.3395
Creswell,11,43.9212,-123.016
Monmouth,6,44.8505,-123.2284
West Linn,55,45.367,-122.6399
The Dalles,20,45.6053,-121.1818
Brush Prairie,8,45.725,-122.5483
Shaver Lake,9,37.0971,-119.3245
Myers Flat,12,40.2666,-123.8737
Coalinga,41,36.142,-120.3242
Los Osos,13,35.3065,-120.8242
Santa Ynez,10,34.6168,-120.0948
Boron,30,35.0161,-117.6661
Hilton,21,43.29,-77.7925
East Syracuse,151,43.0638,-76.0698
Chesterland,16,41.5269,-81.3545
Colonial Beach,6,38.2567,-76.9777
Louisa,24,38.1081,-82.6132
Fairdale,29,39.8902,-79.968
Cleves,45,39.1635,-84.7468
Perrysburg,85,41.5377,-83.6413
Benton,16,34.5776,-92.5713
Lenoir City,57,35.8111,-84.2818
Maryville,10,35.7468,-83.9789
Vass,13,35.2533,-79.2845
Kernersville,83,36.1065,-80.0842
Radford,26,37.1229,-80.5587
Mechanicsville,99,37.6263,-77.3561
Pinewood,9,25.8697,-80.2174
Long Creek,7,39.8053,-88.8474
Hamer,16,34.4741,-79.3258
Starke,27,29.9474,-82.1129
Grand Ridge,24,30.7083,-85.0207
Lodge,10,33.0678,-80.9537
Goose Creek,120,32.9927,-80.0055
New Berlin,36,42.9726,-88.1291
Chaska,22,44.8164,-93.6091
Tomah,23,43.9879,-90.4999
Sheboygan,16,43.7403,-87.7316
Scandia,8,45.254,-92.8278
West Monroe,9,32.512,-92.1513
Jones,22,35.5662,-97.2901
Rio Hondo,1,26.2346,-97.5818
Farwell,6,34.3855,-103.0373
Dryden,4,42.9456,-83.124
Semmes,18,30.7899,-88.2389
Allen,61,33.1088,-96.6735
Sand Springs,14,36.1353,-96.1283
Byram,32,32.189,-90.2861
Goodlettsville,170,36.333,-86.7026
Warrior,15,33.8149,-86.8157
Fort Walton Beach,33,30.4255,-86.6222
Alabaster,10,33.2198,-86.8225
Orlinda,1,36.5938,-86.7015
Gallatin,9,36.3782,-86.4698
Lynn Haven,3,30.2337,-85.637
Picayune,3,30.5322,-89.6724
Collins,12,31.6469,-89.5669
Seminary,3,31.5581,-89.4987
Hitchcock,9,29.2949,-95.03
Nephi,27,39.7069,-111.8326
Boulder,51,40.0248,-105.2524
Vernal,13,40.4517,-109.5378
Clearfield,88,41.103,-112.0238
Surprise,126,33.6815,-112.4515
Winterhaven,12,32.7372,-114.6378
Bullhead City,51,35.1205,-114.5461
Yuma,48,32.5995,-114.5491
Fort Bliss,30,31.8396,-106.3747
Chiloquin,32,42.5764,-121.8677
Port Orford,8,42.7497,-124.4973
Silverton,8,45.003,-122.7808
Junction City,33,39.0277,-96.8508
Waldport,4,44.4172,-124.0665
La Pine,15,43.6869,-121.4853
Woodburn,32,45.1472,-122.8603
Oak Harbor,29,48.2964,-122.6333
Wasco,28,35.5938,-119.3671
Forest Grove,13,45.5243,-123.1097
Rhododendron,2,45.3149,-121.8887
Stevenson,12,34.8487,-85.8437
Yamhill,17,45.3409,-123.1846
Sonora,54,37.9819,-120.3828
Bass Lake,1,41.2304,-86.5845
Red Bluff,39,40.1735,-122.2413
Bella Vista,13,36.4667,-94.2707
Santa Maria,112,34.9333,-120.4431
Woodlake,8,36.4122,-119.1
Wellfleet,9,40.7539,-100.7319
Kirkville,8,34.442,-88.4854
Marcy,13,43.1373,-75.268
East Rochester,29,43.1122,-77.4869
Moosic,9,41.3584,-75.7027
Absecon,41,39.4229,-74.4944
Yarmouth Port,3,41.7091,-70.2225
Twinsburg,4,41.322,-81.4451
Crozet,18,38.0645,-78.6961
Leonardtown,9,38.3039,-76.6395
Prince Frederick,12,38.544,-76.5879
Elverson,4,40.1559,-75.8304
Elsmere,2,38.9948,-84.6017
Villa Hills,4,39.0656,-84.5949
Christiansburg,56,37.1406,-80.4036
Whitakers,7,36.1057,-77.7131
Ridgeway,75,60.5305,-151.0301
Wedgefield,11,28.4847,-81.0809
Elliott,2,33.6913,-89.7525
Lake Park,23,26.7998,-80.0681
Lake Butler,11,28.4862,-81.546
Holly Hill,36,29.2442,-81.0465
Manning,74,33.6933,-80.2167
Ravenel,7,32.778,-80.2281
Chippewa Falls,18,44.9358,-91.3902
Hixton,9,44.3831,-91.0147
Wausau,23,44.962,-89.6459
Donnellson,7,40.6453,-91.5641
Waunakee,11,43.1829,-89.4447
Breaux Bridge,36,30.2829,-91.9043
Rayne,19,30.2403,-92.2668
Southlake,25,32.9545,-97.1503
Grosse Tete,25,30.4148,-91.4395
Paulina,1,30.0351,-90.7226
Searcy,1,35.2418,-91.7351
Fort Stockton,20,30.8926,-102.8842
Maplesville,10,32.7867,-86.8783
La Vergne,69,36.02,-86.5586
Panama City Beach,13,30.237,-85.8776
Owasso,10,36.2878,-95.8311
Caliente,27,37.6458,-114.4929
Silver Plume,50,39.6957,-105.7264
Magna,54,40.7634,-112.1599
Litchfield Park,22,33.5024,-112.3588
El Mirage,26,33.5905,-112.3271
Gold Canyon,21,33.3639,-111.423
Casa Blanca,7,33.1154,-111.9081
Willcox,15,32.2515,-109.8359
Coquille,7,43.1802,-124.1841
Roseburg,56,43.2231,-123.352
Cottage Grove,69,44.8161,-92.9274
Sweet Home,7,44.4023,-122.7028
Tillamook,12,45.4562,-123.8331
Nehalem,3,45.7196,-123.8941
Le Grand,9,37.2288,-120.254
Verdi,42,39.5142,-119.9772
Soulsbyville,3,37.9917,-120.2617
Oakhurst,22,37.3475,-119.6202
Corning,21,42.147,-77.0561
Garberville,12,40.1003,-123.7948
Tipton,25,40.282,-86.0423
Atascadero,38,35.4827,-120.6858
Keene,41,42.9494,-72.2998
Arvin,40,35.1944,-118.8306
Youngstown,56,41.0993,-80.6463
Newburyport,9,42.8124,-70.8878
South Burlington,4,44.4622,-73.2202
Plattsburgh,8,44.6951,-73.4563
Manlius,35,41.4557,-89.6692
Holland Patent,9,43.2413,-75.2567
Westernville,3,43.3079,-75.3819
Lee Center,2,41.7503,-89.2762
Endicott,10,42.098,-76.0639
Hamlin,10,32.8898,-100.1329
Holley,2,30.454,-86.9036
Belmar,38,40.1798,-74.0255
South Yarmouth,9,41.6692,-70.2005
Fishersville,12,38.105,-78.9826
Willoughby,10,41.6459,-81.4084
Thorntown,24,40.1294,-86.6099
Fort Wayne,67,41.0888,-85.1436
Crossville,30,35.9526,-85.0295
Arden,30,39.8114,-75.4886
Sevierville,16,35.8872,-83.5678
Mosheim,3,36.1955,-82.9655
West End,9,42.4667,-75.0969
Walkertown,7,36.1576,-80.1641
Fancy Gap,24,36.6771,-80.6997
Austinville,19,36.851,-80.9142
Glasgow,14,39.6015,-75.7473
Benson,77,31.9157,-110.3257
Jarratt,21,36.816,-77.4689
Dunn,25,35.3114,-78.6129
Disputanta,7,37.1236,-77.2249
Tappahannock,14,37.9187,-76.8667
Norlina,31,36.4451,-78.1952
South Hill,13,47.1198,-122.2853
Chipley,28,30.7752,-85.5406
Fleming Island,16,30.0988,-81.7124
Rincon,9,32.2947,-81.2353
North,38,33.6164,-81.103
Bamberg,14,33.2995,-81.0323
Menomonie,23,44.8893,-91.9084
Harris,20,45.5976,-92.9869
Leawood,128,38.9075,-94.6258
Del City,11,35.4483,-97.4408
Flower Mound,1,33.0343,-97.1146
Prairieville,22,30.3151,-90.9571
Reserve,3,30.0741,-90.5557
Gramercy,11,30.061,-90.6929
Raceland,2,29.7282,-90.6362
Des Allemands,5,29.8162,-90.4746
Pearl River,4,41.0615,-74.0047
Pegram,6,36.1037,-87.0565
Fultondale,4,33.6174,-86.8014
Calera,22,33.1254,-86.7449
Laurel Hill,3,38.7026,-77.2422
Wetumpka,2,32.5406,-86.2053
Poplarville,4,30.8391,-89.5306
Pass Christian,7,30.327,-89.2436
Coldspring,1,30.5898,-95.1307
League City,51,29.4874,-95.1087
Laredo,25,27.5625,-99.4874
Morrison,66,41.8076,-89.9616
Loa,2,38.4037,-111.6454
Fort Collins,67,40.5477,-105.0656
Tucumcari,1,35.17,-103.7046
Raton,6,36.8849,-104.4396
Las Cruces,31,32.3265,-106.7893
Chambers,18,42.2047,-98.7486
Chemult,8,43.215,-121.785
Rogue River,12,42.4354,-123.1681
Lincoln City,11,44.9751,-124.0072
Drain,5,43.6623,-123.3143
McMinnville,19,45.211,-123.1918
Mosier,2,45.685,-121.3951
Battle Ground,24,45.7766,-122.5413
Hood River,14,45.7092,-121.526
Lake Oswego,38,45.4129,-122.7004
Oregon City,50,45.3418,-122.5924
Snelling,10,33.2416,-81.4622
Los Olivos,6,34.664,-120.117
Dinuba,24,36.5453,-119.3987
Reedley,23,36.5988,-119.4471
Niagara Falls,36,43.0921,-79.0147
Fort Plain,6,42.9316,-74.6278
Port Republic,7,39.5328,-74.4852
Tuckerton,35,39.5973,-74.3306
Straughn,8,39.8082,-85.2909
Wade,10,30.6401,-88.5579
Valdosta,51,30.8502,-83.2788
Glenbeulah,9,43.7982,-88.0464
Daphne,21,30.6263,-87.8816
Kingston Springs,9,36.0842,-87.1039
Alexander City,5,32.9229,-85.9358
Channelview,58,29.7914,-95.1144
Frisco,100,33.156,-96.8216
Payson,104,40.0355,-111.739
Wolf Creek,47,41.3253,-111.8288
Smethport,3,41.8075,-78.4439
Bowmansville,1,40.2029,-76.0211
Herkimer,30,39.8924,-96.709
Henrietta,64,33.8146,-98.1924
Marcellus,7,42.0261,-85.8131
Forked River,13,39.8257,-74.1819
Asbury Park,10,40.2226,-74.0119
Morganville,16,40.3756,-74.2444
Terre Haute,32,39.466,-87.3751
Pittsboro,8,35.7255,-79.1713
Dry Ridge,3,39.2589,-84.6342
Indian Trail,8,35.0699,-80.6452
Whispering Pines,1,35.2537,-79.3754
Grundy,4,37.2754,-82.0988
Victoria,9,28.8287,-96.9849
Butner,3,36.1285,-78.7501
Green Sea,9,34.1288,-78.9721
High Springs,15,29.807,-82.5955
Summerton,40,33.6013,-80.3527
Smoaks,13,33.0895,-80.8142
Eau Claire,26,44.8197,-91.4948
Taylors Falls,9,45.4121,-92.6644
Little Rock,7,34.7256,-92.3577
Walls,1,34.9257,-90.1604
Mount Juliet,29,36.199,-86.5115
North Salt Lake,94,40.8439,-111.9187
Munds Park,9,34.9382,-111.6318
Clint,5,31.5901,-106.2289
White City,22,42.4316,-122.8322
Shaniko,2,45.0037,-120.7522
Reedsport,10,43.6983,-124.1121
Vallecito,2,38.0836,-120.4652
Orange Cove,3,36.6211,-119.3188
Tilton,33,40.0951,-87.6424
Du Bois,49,38.2214,-89.2127
Elberfeld,3,38.1617,-87.4482
Suffolk,139,36.6953,-76.6398
Jonesville,38,41.9785,-84.6656
Bennettsville,45,34.6303,-79.6875
Rowesville,7,33.3722,-80.8362
Festus,18,38.2194,-90.4097
Rolla,10,37.9459,-91.7607
McKinney,34,33.2016,-96.667
Vicksburg,22,32.3173,-90.8868
Anniston,4,33.6712,-85.8135
Miramar Beach,4,30.3854,-86.3442
Chunky,2,32.3275,-88.9302
Friendswood,40,29.511,-95.1981
Wendover,10,40.7241,-114.025
Kingman,66,35.217,-114.0105
Gila Bend,34,32.9662,-112.7154
Vail,81,32.0217,-110.6937
Prescott Valley,19,34.598,-112.3185
Tornillo,1,31.4366,-106.1033
Clovis,44,36.8278,-119.683
Frazier Park,9,34.8118,-118.9549
Edinboro,4,41.8762,-80.1247
Londonderry,126,43.2278,-72.8083
Saratoga Springs,88,43.0674,-73.7775
Putney,7,31.4755,-84.101
Falls Village,7,41.9576,-73.3561
Oriskany Falls,3,42.938,-75.4636
Westmoreland,40,36.562,-86.246
Escanaba,3,45.7477,-87.09
Phelps,35,37.509,-82.1605
Clay,12,33.6951,-86.609
Sandy Creek,7,34.2799,-78.1531
Spotswood,2,40.3949,-74.392
Pocomoke City,10,38.0635,-75.5553
Chardon,14,41.5798,-81.207
Chagrin Falls,15,41.4319,-81.3887
Streetsboro,7,41.2396,-81.3456
Wickliffe,18,41.6072,-81.469
North Royalton,4,41.3138,-81.745
Kingsport,33,36.5224,-82.5454
Chapel Hill,56,35.9271,-79.0391
Brodnax,19,36.7033,-78.0318
Hayes,13,30.1112,-92.9236
Resaca,8,34.5789,-84.9439
Cope,10,39.6692,-102.8501
Mosinee,15,44.7874,-89.6839
Long Lake,3,42.3758,-88.1276
Southaven,16,34.9514,-89.9786
Horn Lake,14,34.9512,-90.0501
Flowood,22,32.3359,-90.0802
Biloxi,26,30.4426,-88.9514
Salome,44,33.7778,-113.606
Wittmann,5,33.7749,-112.525
Coolidge,51,32.9363,-111.5254
San Manuel,5,32.6091,-110.6415
Magdalena,2,34.1095,-107.2319
Grand Ronde,20,45.0739,-123.6211
Tualatin,63,45.3772,-122.7748
Fish Camp,1,37.4778,-119.6393
Incline Village,25,39.2639,-119.9455
Coleville,7,38.5806,-119.5029
Fallon,62,39.4737,-118.7779
Laton,8,36.4314,-119.6976
Santa Margarita,40,35.3895,-120.6081
Tehachapi,30,35.1276,-118.4744
Orleans,6,38.6615,-86.4517
South Londonderry,1,43.1904,-72.8118
Jordan,24,44.6648,-93.6351
Old Forge,1,41.3704,-75.7409
Macedonia,16,41.3147,-81.4989
Meadville,8,41.6476,-80.1468
West Middlesex,11,41.1742,-80.4557
Gordonsville,38,38.136,-78.1879
Loganton,13,41.0338,-77.3023
Crestview Hills,5,39.0249,-84.5695
Vale,7,43.984,-117.2418
Efland,12,36.0806,-79.1718
Whitsett,27,36.0784,-79.5721
Kenly,25,35.5885,-78.137
Warfield,9,37.8415,-82.4224
Rowland,8,34.5362,-79.2928
Ruby,6,42.0125,-74.0103
Pamplico,24,33.9957,-79.5698
Wewahitchka,4,30.1148,-85.1935
Varnville,14,32.8521,-81.0802
Beatrice,1,40.2736,-96.7455
Shawano,13,44.7748,-88.5843
Edgar,3,44.9229,-89.9626
Iola,5,37.9274,-95.4006
Hamel,4,38.8894,-89.8425
Delafield,43,43.072,-88.3913
Jenks,8,35.9981,-95.9736
Irondale,2,33.5439,-86.6606
Bossier City,56,32.5224,-93.6668
Green Forest,1,36.3347,-93.431
Henryetta,7,35.4417,-95.9864
Gilmer,1,32.7318,-94.9461
Wallace,20,34.738,-77.9908
Wickenburg,44,33.9837,-112.7669
Sutherlin,17,43.3882,-123.3242
Gold Beach,8,42.3974,-124.4171
Pilot Rock,6,45.496,-118.8333
Clallam Bay,1,48.2534,-124.2579
Newberg,42,45.3075,-122.9601
Lovelock,9,40.1787,-118.4775
Scotia,6,42.8321,-73.9607
Rosamond,24,34.8658,-118.2155
